,First of Month,Days Produced,Well Status,API County,API Sequence,API Sidetrack,Formation,BOM Inventory,Oil Produced,Oil Sold,Oil Adjustment,EOM Inventory,Oil Gravity,Gas Produced,Gas Flared,Gas Used,Gas Shrinkage,Gas Sold,Gas BTU,Gas Tubing Pressure,Gas Casing Pressure,Water Volume,Water Tubing Pressure,Water Casing Pressure,Water Disp Code
0,2020-04-01,30,PR,123,43611,0,CODELL,277.0,6795.0,6907.0,,165.0,41.9,24493.0,,,,24493.0,1411.0,,,7481.0,,,M
1,2020-03-01,31,PR,123,43611,0,CODELL,223.0,6937.0,6883.0,,277.0,42.4,22945.0,,,,22945.0,1417.0,,,9913.0,,,M
2,2020-02-01,29,PR,123,43611,0,CODELL,208.0,7543.0,7528.0,,223.0,42.5,20422.0,,,,20422.0,1394.0,,,11076.0,,,M
3,2020-01-01,31,PR,123,43611,0,CODELL,195.0,8922.0,8909.0,,208.0,42.1,19038.0,,,,19038.0,1410.0,,,13899.0,,,M
4,2019-12-01,31,PR,123,43611,0,CODELL,145.0,8859.0,8809.0,,195.0,42.0,12941.0,,,,12941.0,1432.0,,,14134.0,,,M
5,2019-11-01,26,PR,123,43611,0,CODELL,168.0,6607.0,6630.0,,145.0,42.0,6952.0,,,,6952.0,1442.0,,,9541.0,,,M
6,2019-10-01,25,PR,123,43611,0,CODELL,160.0,6391.0,6383.0,,168.0,41.7,7676.0,,,,7676.0,1454.0,,,13248.0,,,M
7,2019-09-01,30,PR,123,43611,0,CODELL,286.0,3069.0,3195.0,,160.0,41.9,4592.0,,,,4592.0,1350.0,,,19106.0,,,M
8,2019-08-01,31,PR,123,43611,0,CODELL,208.0,4926.0,4848.0,,286.0,42.5,4984.0,,,,4984.0,1340.0,,,42847.0,,,M
9,2019-07-01,9,PR,123,43611,0,CODELL,,208.0,,,208.0,,25.0,,,,25.0,1370.0,,,19204.0,,,M
10,2019-06-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
11,2019-05-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
12,2019-04-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
13,2019-03-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
14,2019-02-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
15,2019-01-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
16,2018-12-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
17,2018-11-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
18,2018-10-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
19,2018-09-01,0,WO,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
20,2018-08-01,0,DG,123,43611,0,CODELL,,,,,,,,,,,,,,,,,,
